nom,prenom,sexe,age,code_postal,situation_matrimoniale,profession,secteur_dactivite,date_deffet_souhaitee,accepted_by_sales
Payet,Philippe,H,30,54370,Célibataire,Agriculteur(trice),Travaux publics,17/10/2022,1
Denis,Christian,H,37,70110,Pacsé(e),Fonctionnaire hospitalier,Ingénierie (Atlas),22/09/2022,1
Chevallier,André,H,23,60119,Marié(e) sans enfant,Profession libérale,Presse,18/09/2022,1
Gay,Jean,H,46,73170,Veuf(ve),Retraité(e),Services (artisanat),04/10/2022,1
Marchand,Daniel,H,31,57970,Pacsé(e),Etudiant(e),Propreté,13/10/2022,1
Bernard,Pierre,H,58,45300,Veuf(ve),Etudiant(e),Armée de terre,23/09/2022,1
Meunier,Philippe,H,19,68440,Divorcé(e),Retraité(e),Automobile - Services,20/09/2022,1
Marty,Bernard,H,36,62124,Marié(e) avec enfant,Enseignant(e),Banque,19/09/2022,1
Maillard,Georges,H,65,30200,Veuf(ve),Fonctionnaire hospitalier,Numérique (Atlas),27/09/2022,1
Berger,Georges,H,54,34280,Marié(e) avec enfant,Etudiant(e),Travaux publics,18/09/2022,1
Lacroix,Jean,H,38,39190,Veuf(ve),Salarié(e) cadre,Banque,01/10/2022,1
Schneider,Georges,H,34,76530,Pacsé(e),Salarié(e) non-cadre,Alimentaire (la filière),19/09/2022,1
Dubois,Roger,H,51,34190,Marié(e) sans enfant,Fonctionnaire territorial,Alimentation (artisanat),11/10/2022,1
Bouvier,Claude,H,49,67140,Divorcé(e),Fonctionnaire hospitalier,Presse,03/10/2022,1
Robert,Christian,H,30,77510,Marié(e) sans enfant,Fonctionnaire d'état,Ingénierie (Atlas),02/10/2022,1
Brun,Nicolas,H,28,44360,Marié(e) sans enfant,Chef(fe) d'entreprise,Commerce interentreprises,08/10/2022,1
Bouchet,Jacques,H,44,62124,Marié(e) sans enfant,Enseignant(e),Numérique (Atlas),04/10/2022,1
Marchand,René,H,61,33380,Pacsé(e),Agriculteur(trice),"Fabrication, maintenance et réparation (artisanat)",28/09/2022,1
Andre,Nicolas,H,46,69009,Célibataire,Salarié(e) non-cadre,Offices Publics de l’Habitat,11/10/2022,1
Julien,Michel,H,48,72320,Marié(e) sans enfant,Recherche d'emploi,Art (artisanat),12/10/2022,1
Schmitt,Michel,H,53,43600,Célibataire,Artisan,Automobile - Services,18/09/2022,1
Bourgeois,Marcel,H,46,65150,Marié(e) avec enfant,Fonctionnaire d'état,Textile,17/09/2022,1
Antoine,Claude,H,49,46090,Veuf(ve),Chef(fe) d'entreprise,Bâtiment (artisanat),16/10/2022,1
Meyer,Daniel,H,50,69009,Marié(e) sans enfant,Chef(fe) d'entreprise,Commerce interentreprises,17/09/2022,1
Roche,Louis,H,54,47370,Divorcé(e),Recherche d'emploi,Plasturgie,22/09/2022,1
Gautier,André,H,67,39110,Pacsé(e),Fonctionnaire territorial,Ingénierie (Atlas),24/09/2022,1
Moulin,Henri,H,43,61210,Divorcé(e),Artisan,Armée de terre,24/09/2022,1
Vincent,Claude,H,56,68420,Célibataire,Salarié(e) non-cadre,Agriculture,02/10/2022,1
Renaud,Philippe,H,21,55300,Divorcé(e),Recherche d'emploi,Alimentaire (la filière),28/09/2022,1
Lemoine,Michel,H,58,39300,Veuf(ve),Chef(fe) d'entreprise,Art (artisanat),08/10/2022,1
Pichon,Daniel,H,60,74370,Célibataire,Etudiant(e),Evénement,09/10/2022,1
Lefebvre,Henri,H,20,48800,Divorcé(e),Fonctionnaire d'état,Transport et logistique,02/10/2022,1
Langlois,Philippe,H,70,64310,Marié(e) avec enfant,Sans profession,Travaux publics,01/10/2022,1
Lemaire,Jacques,H,39,66200,Célibataire,Profession libérale,Travaux publics,14/10/2022,1
Lacroix,Bernard,H,67,43200,Célibataire,Sans profession,Bâtiment,08/10/2022,1
Simon,Philippe,H,33,69170,Veuf(ve),Salarié(e) cadre,Fédération des industries nautiques,19/09/2022,1
Dupont,Louis,H,25,31230,Marié(e) sans enfant,Recherche d'emploi,Grands magasins et magasins populaires,04/10/2022,1
Roux,Christian,H,58,75020,Célibataire,Salarié(e) non-cadre,Alimentation (artisanat),27/09/2022,1
Giraud,Bernard,H,67,38110,Divorcé(e),Agriculteur(trice),Ameublement,11/10/2022,1
Philippe,Jacques,H,62,53600,Pacsé(e),Agriculteur(trice),Travaux publics,17/09/2022,1
Cousin,André,H,27,32140,Divorcé(e),Profession libérale,Bâtiment,14/10/2022,1
Carlier,Robert,H,69,56540,Pacsé(e),Recherche d'emploi,Chimie (industrie),07/10/2022,1
Da Silva,André,H,52,50400,Divorcé(e),Commerçant(e),Fédération des industries nautiques,17/09/2022,1
Durand,Alain,H,63,70110,Marié(e) sans enfant,Fonctionnaire hospitalier,Numérique (Atlas),23/09/2022,1
Hoarau,Georges,H,41,60000,Veuf(ve),Salarié(e) non-cadre,Etudes et conseil,25/09/2022,1
Pelletier,Henri,H,19,35500,Pacsé(e),Salarié(e) non-cadre,Propreté,01/10/2022,1
Klein,Nicolas,H,60,41600,Divorcé(e),Fonctionnaire territorial,Grands magasins et magasins populaires,01/10/2022,1
Marchand,Marcel,H,28,61210,Pacsé(e),Profession libérale,Alimentation (artisanat),15/10/2022,1
Germain,René,H,48,55300,Célibataire,Salarié(e) cadre,Banque,01/10/2022,1
Giraud,Louis,H,21,43380,Marié(e) avec enfant,Commerçant(e),Offices Publics de l’Habitat,21/09/2022,1
Le Roux,Roger,H,30,25330,Célibataire,Artisan,Ameublement,04/10/2022,1
Klein,Philippe,H,27,39110,Pacsé(e),Salarié(e) cadre,Hôtellerie - Restauration,14/10/2022,1
Gerard,Bernard,H,44,32140,Veuf(ve),Commerçant(e),Travaux publics,09/10/2022,1
Philippe,Louis,H,68,42430,Veuf(ve),Salarié(e) cadre,Production et services (artisanat),08/10/2022,1
Brunet,Claude,H,62,20240,Pacsé(e),Fonctionnaire d'état,Edition,03/10/2022,1
Nicolas,Pierre,H,22,54370,Veuf(ve),Commerçant(e),Art (artisanat),17/10/2022,1
Perret,Marcel,H,52,60000,Célibataire,Recherche d'emploi,Production et services (artisanat),19/09/2022,1
Renaud,Alain,H,43,22520,Marié(e) sans enfant,Retraité(e),Bâtiment (artisanat),11/10/2022,1
Simon,Alain,H,20,70110,Marié(e) avec enfant,Agriculteur(trice),Grands magasins et magasins populaires,18/09/2022,1
Paris,Bernard,H,31,53290,Pacsé(e),Recherche d'emploi,Offices Publics de l’Habitat,17/09/2022,1
Collin,Roger,H,49,54620,Célibataire,Etudiant(e),Retraite complémentaire et prévoyance,26/09/2022,1
Fabre,Alain,H,68,43200,Pacsé(e),Sans profession,Ingénierie (Atlas),22/09/2022,1
Guillot,Georges,H,27,35131,Marié(e) sans enfant,Salarié(e) non-cadre,Armée de terre,10/10/2022,1
Picard,Nicolas,H,53,47370,Marié(e) sans enfant,Fonctionnaire hospitalier,Matériaux pour la construction et l’industrie,20/09/2022,1
Marie,René,H,64,51530,Marié(e) avec enfant,Agriculteur(trice),Armée de terre,02/10/2022,1
Laporte,Jacques,H,53,22210,Marié(e) sans enfant,Chef(fe) d'entreprise,Travaux publics,01/10/2022,1
Gillet,Jean,H,54,20240,Divorcé(e),Artisan,Transport et logistique,08/10/2022,1
Menard,Jean,H,37,25330,Veuf(ve),Enseignant(e),Ameublement,21/09/2022,1
Carre,Philippe,H,50,76530,Pacsé(e),Fonctionnaire territorial,Bâtiment (artisanat),14/10/2022,1
Blanc,Roger,H,39,73170,Célibataire,Chef(fe) d'entreprise,Armée de terre,16/10/2022,1
Paris,Louis,H,36,30114,Célibataire,Retraité(e),Bâtiment,17/10/2022,1
Picard,Jacques,H,35,65150,Pacsé(e),Chef(fe) d'entreprise,Etudes et conseil,17/10/2022,1
Guerin,Daniel,H,32,20240,Pacsé(e),Enseignant(e),Art (artisanat),01/10/2022,1
Rey,Michel,H,69,61210,Veuf(ve),Recherche d'emploi,Commerce à distance et e-commerce,17/09/2022,1
Moreau,Roger,H,19,52110,Marié(e) avec enfant,Recherche d'emploi,Plasturgie,09/10/2022,1
Boulanger,Bernard,H,44,72150,Marié(e) sans enfant,Recherche d'emploi,Armée de terre,09/10/2022,1
Brun,Georges,H,45,39300,Marié(e) sans enfant,Fonctionnaire territorial,Hôtellerie - Restauration,12/10/2022,1
Jacquet,Nicolas,H,18,44140,Divorcé(e),Chef(fe) d'entreprise,Armée de terre,03/10/2022,1
Barbier,Jean,H,64,46090,Veuf(ve),Retraité(e),Médicament (Les entreprises du),10/10/2022,1
Gauthier,Alain,H,52,66730,Divorcé(e),Fonctionnaire hospitalier,Alimentation (artisanat),26/09/2022,1
Langlois,Christian,H,30,53600,Marié(e) avec enfant,Salarié(e) cadre,Bâtiment (artisanat),21/09/2022,1
Leclerc,Bernard,H,70,66490,Marié(e) sans enfant,Artisan,Commerces de détail non alimentaires,29/09/2022,1
Deschamps,Daniel,H,37,47370,Marié(e) avec enfant,Etudiant(e),Bâtiment,02/10/2022,1
Julien,Pierre,H,68,67270,Marié(e) avec enfant,Artisan,Bâtiment,10/10/2022,1
Lucas,Marcel,H,40,38410,Marié(e) avec enfant,Sans profession,Chimie (industrie),28/09/2022,1
Guillaume,Daniel,H,67,36330,Marié(e) avec enfant,Fonctionnaire d'état,Ingénierie (Atlas),16/10/2022,1
Rolland,Daniel,H,50,73160,Veuf(ve),Profession libérale,Fédération des industries nautiques,13/10/2022,1
Delaunay,Georges,H,52,32140,Marié(e) avec enfant,Salarié(e) non-cadre,Magasins d’habillement,17/10/2022,1
Grondin,Michel,H,29,55150,Célibataire,Fonctionnaire d'état,Travaux publics,26/09/2022,1
Etienne,Paul,H,38,65150,Divorcé(e),Fonctionnaire hospitalier,Retraite complémentaire et prévoyance,21/09/2022,1
Dupont,Claude,H,43,48800,Veuf(ve),Enseignant(e),Evénement,24/09/2022,1
Huet,Alain,H,56,71440,Pacsé(e),Chef(fe) d'entreprise,Agriculture,18/09/2022,1
Renault,Philippe,H,38,48190,Célibataire,Artisan,Ameublement,26/09/2022,1
Gilbert,Michel,H,69,31230,Marié(e) avec enfant,Artisan,Plasturgie,21/09/2022,1
Guichard,Pierre,H,37,49220,Célibataire,Artisan,Services (artisanat),26/09/2022,1
Lecomte,Philippe,H,31,60120,Divorcé(e),Chef(fe) d'entreprise,Offices Publics de l’Habitat,07/10/2022,1
Fabre,Philippe,H,35,39190,Marié(e) avec enfant,Retraité(e),Mutualité,13/10/2022,1
Poirier,Robert,H,69,45300,Célibataire,Recherche d'emploi,Retraite complémentaire et prévoyance,21/09/2022,1
Boulanger,Louis,H,32,37290,Marié(e) avec enfant,Recherche d'emploi,Automobile - Services,12/10/2022,1
Mallet,Philippe,H,57,50400,Divorcé(e),Retraité(e),Fédération des industries nautiques,27/09/2022,1
Baron,Louis,H,56,56540,Célibataire,Enseignant(e),Banque,27/09/2022,1
Richard,Paul,H,63,71390,Pacsé(e),Recherche d'emploi,Industrie : la Fabrique de l’avenir,28/09/2022,1
Pasquier,René,H,52,22210,Pacsé(e),Agriculteur(trice),Travaux publics,11/10/2022,1
Jacob,Jacques,H,57,65100,Marié(e) avec enfant,Profession libérale,Automobile - Services,29/09/2022,1
Cordier,Louis,H,53,58420,Marié(e) avec enfant,Profession libérale,Offices Publics de l’Habitat,29/09/2022,1
Millet,Louis,H,39,71260,Veuf(ve),Profession libérale,Commerce interentreprises,18/09/2022,1
Lucas,Jean,H,28,68250,Célibataire,Fonctionnaire d'état,Ingénierie (Atlas),21/09/2022,1
Lejeune,Michel,H,42,42430,Célibataire,Commerçant(e),Régies de quartier,18/09/2022,1
Marie,Bernard,H,57,32140,Veuf(ve),Etudiant(e),Services (artisanat),25/09/2022,1
Hamon,Christian,H,33,43200,Marié(e) sans enfant,Fonctionnaire hospitalier,Services (artisanat),04/10/2022,1
Klein,Marcel,H,70,52130,Veuf(ve),Fonctionnaire territorial,Transport et logistique,16/10/2022,1
Lambert,Bernard,H,32,49490,Pacsé(e),Retraité(e),Télécommunications,11/10/2022,1
Colin,Jacques,H,65,20240,Célibataire,Fonctionnaire territorial,Commerce à distance et e-commerce,05/10/2022,1
Marechal,Pierre,H,33,22450,Divorcé(e),Etudiant(e),Plasturgie,07/10/2022,1
Garnier,Philippe,H,28,49360,Célibataire,Commerçant(e),Médicament (Les entreprises du),07/10/2022,1
Leger,Bernard,H,42,34500,Célibataire,Retraité(e),Transport et logistique,08/10/2022,1
Vasseur,René,H,52,48700,Divorcé(e),Recherche d'emploi,Fédération des industries nautiques,24/09/2022,1
Francois,Claude,H,55,57590,Pacsé(e),Agriculteur(trice),Armée de terre,26/09/2022,1
Lejeune,Michel,H,28,47370,Célibataire,Salarié(e) non-cadre,Edition,20/09/2022,1
Charpentier,Roger,H,33,70230,Marié(e) sans enfant,Profession libérale,Alimentation (artisanat),22/09/2022,1
Perrier,Georges,H,59,53600,Divorcé(e),Agriculteur(trice),Textile,26/09/2022,1
Baron,Paul,H,25,37290,Pacsé(e),Artisan,Commerce interentreprises,05/10/2022,1
Dufour,Louis,H,46,61210,Pacsé(e),Fonctionnaire d'état,Travaux publics,17/10/2022,1
Bertrand,Marcel,H,43,73170,Célibataire,Fonctionnaire territorial,Commerce interentreprises,06/10/2022,1
Robin,Jean,H,55,52110,Divorcé(e),Salarié(e) cadre,Industrie : la Fabrique de l’avenir,23/09/2022,1
Humbert,Jacques,H,64,20240,Veuf(ve),Enseignant(e),Ingénierie (Atlas),06/10/2022,1
Moulin,Jean,H,28,57970,Marié(e) avec enfant,Profession libérale,Hôtellerie - Restauration,07/10/2022,1
Le Goff,Henri,H,22,55300,Pacsé(e),Salarié(e) non-cadre,Offices Publics de l’Habitat,06/10/2022,1
Bonnet,Robert,H,46,42220,Marié(e) sans enfant,Etudiant(e),Magasins d’habillement,09/10/2022,1
Nicolas,Bernard,H,39,38470,Marié(e) avec enfant,Salarié(e) non-cadre,"Fabrication, maintenance et réparation (artisanat)",15/10/2022,1
Humbert,Roger,H,51,23000,Célibataire,Chef(fe) d'entreprise,Bâtiment (artisanat),19/09/2022,1
Le Goff,Bernard,H,40,72150,Pacsé(e),Agriculteur(trice),Régies de quartier,01/10/2022,1
Antoine,Henri,H,56,48210,Célibataire,Fonctionnaire hospitalier,Banque,13/10/2022,1
Lefebvre,Alain,H,19,61210,Célibataire,Sans profession,Matériaux pour la construction et l’industrie,14/10/2022,1
Gerard,Pierre,H,19,54370,Marié(e) sans enfant,Fonctionnaire territorial,Commerces de détail non alimentaires,26/09/2022,1
Germain,Jacques,H,67,50700,Divorcé(e),Salarié(e) non-cadre,Plasturgie,09/10/2022,1
Roussel,Christian,H,58,58420,Marié(e) avec enfant,Sans profession,Mutualité,15/10/2022,1
Fleury,Robert,H,32,68250,Marié(e) sans enfant,Commerçant(e),Bâtiment,07/10/2022,1
Girard,Michel,H,70,72150,Célibataire,Etudiant(e),Armée de terre,01/10/2022,1
Riviere,René,H,43,56540,Veuf(ve),Sans profession,Fédération des industries nautiques,25/09/2022,1
Rousseau,Henri,H,21,64450,Célibataire,Retraité(e),Textile,16/10/2022,1
Henry,Michel,H,36,75020,Célibataire,Agriculteur(trice),"Economie sociale, habitat social et protection sociale",22/09/2022,1
Jacquet,Georges,H,45,39110,Célibataire,Salarié(e) non-cadre,Bâtiment,08/10/2022,1
Laporte,Pierre,H,49,32140,Célibataire,Recherche d'emploi,Bâtiment (artisanat),04/10/2022,1
Rodriguez,Christian,H,18,30230,Marié(e) avec enfant,Fonctionnaire territorial,Alimentation (artisanat),18/09/2022,1
Vasseur,Christian,H,50,24200,Divorcé(e),Fonctionnaire hospitalier,Magasins d’habillement,25/09/2022,1
Thomas,Bernard,H,32,52130,Marié(e) avec enfant,Artisan,Santé,11/10/2022,1
Benoit,André,H,60,37290,Marié(e) avec enfant,Recherche d'emploi,Retraite complémentaire et prévoyance,28/09/2022,1
Nicolas,Georges,H,53,67130,Pacsé(e),Etudiant(e),Production et services (artisanat),23/09/2022,1
Leroux,Georges,H,57,22350,Pacsé(e),Chef(fe) d'entreprise,"Fabrication, maintenance et réparation (artisanat)",17/10/2022,1
Mathieu,Georges,H,24,71120,Marié(e) sans enfant,Salarié(e) cadre,Propreté,17/10/2022,1
Bourgeois,Bernard,H,30,64000,Marié(e) sans enfant,Sans profession,Presse,02/10/2022,1
Moulin,Robert,H,49,59494,Marié(e) avec enfant,Profession libérale,Banque,10/10/2022,1
Garnier,Georges,H,43,63260,Divorcé(e),Etudiant(e),Matériaux pour la construction et l’industrie,01/10/2022,1
Reynaud,Bernard,H,22,36100,Divorcé(e),Sans profession,Offices Publics de l’Habitat,09/10/2022,1
Barthelemy,Nicolas,H,40,53600,Pacsé(e),Profession libérale,Production et services (artisanat),02/10/2022,1
Dubois,Louis,H,45,66150,Marié(e) avec enfant,Fonctionnaire territorial,Services (artisanat),11/10/2022,1
Schmitt,Pierre,H,31,65150,Célibataire,Fonctionnaire territorial,Régies de quartier,21/09/2022,1
Pierre,Georges,H,21,66200,Marié(e) sans enfant,Profession libérale,Papiers et cartons (industries),20/09/2022,1
Barthelemy,Georges,H,42,32140,Pacsé(e),Agriculteur(trice),Télécommunications,27/09/2022,1
Vidal,Jacques,H,48,35131,Célibataire,Profession libérale,Textile,26/09/2022,1
Marchal,Henri,H,32,61100,Marié(e) sans enfant,Agriculteur(trice),Transport et logistique,24/09/2022,1
Nicolas,Pierre,H,37,22520,Divorcé(e),Fonctionnaire territorial,Edition,20/09/2022,1
Benard,Marcel,H,27,24110,Marié(e) sans enfant,Commerçant(e),Production et services (artisanat),20/09/2022,1
Hoarau,Marcel,H,46,32140,Veuf(ve),Agriculteur(trice),Banque,20/09/2022,1
Perret,Nicolas,H,30,37120,Célibataire,Profession libérale,Numérique (Atlas),09/10/2022,1
Blanchard,Pierre,H,52,34280,Marié(e) sans enfant,Agriculteur(trice),Papiers et cartons (industries),07/10/2022,1
Moreau,Alain,H,48,34190,Célibataire,Retraité(e),Ameublement,16/10/2022,1
Dufour,Jean,H,68,34500,Marié(e) avec enfant,Artisan,Matériaux pour la construction et l’industrie,05/10/2022,1
Le Roux,Georges,H,52,61210,Marié(e) avec enfant,Enseignant(e),Plasturgie,16/10/2022,1
Collet,Michel,H,67,61100,Divorcé(e),Sans profession,Presse,19/09/2022,1
Lebrun,Georges,H,30,72320,Marié(e) avec enfant,Commerçant(e),"Economie sociale, habitat social et protection sociale",17/10/2022,1
Boyer,Pierre,H,44,67140,Marié(e) avec enfant,Sans profession,Commerce interentreprises,06/10/2022,1
Guillot,Claude,H,39,22350,Veuf(ve),Recherche d'emploi,Régies de quartier,24/09/2022,1
Bonnet,Bernard,H,36,59494,Pacsé(e),Salarié(e) cadre,Télécommunications,03/10/2022,1
Petit,Paul,H,61,20240,Pacsé(e),Artisan,Banque,25/09/2022,1
Dumas,Marcel,H,27,77100,Veuf(ve),Salarié(e) non-cadre,Offices Publics de l’Habitat,09/10/2022,1
Tessier,Georges,H,26,30230,Célibataire,Profession libérale,Santé,19/09/2022,1
Hamon,Robert,H,62,38300,Marié(e) sans enfant,Fonctionnaire hospitalier,"Economie sociale, habitat social et protection sociale",15/10/2022,1
Paris,Pierre,H,43,20240,Célibataire,Profession libérale,Transport et logistique,12/10/2022,1
Blanc,Jean,H,68,44170,Veuf(ve),Salarié(e) non-cadre,"Fabrication, maintenance et réparation (artisanat)",15/10/2022,1
Moulin,Nicolas,H,65,20240,Célibataire,Fonctionnaire territorial,Fédération des industries nautiques,25/09/2022,1
Guyot,Bernard,H,58,39110,Célibataire,Recherche d'emploi,Commerce interentreprises,30/09/2022,1
Royer,Pierre,H,25,55000,Marié(e) avec enfant,Enseignant(e),Plasturgie,27/09/2022,1
Huet,Henri,H,19,67140,Célibataire,Fonctionnaire hospitalier,Production et services (artisanat),08/10/2022,1
Moulin,Michel,H,42,60120,Célibataire,Fonctionnaire d'état,Hôtellerie - Restauration,26/09/2022,1
Bouchet,René,H,30,25220,Veuf(ve),Etudiant(e),Grands magasins et magasins populaires,23/09/2022,1
Fabre,Bernard,H,18,63200,Divorcé(e),Salarié(e) non-cadre,Art (artisanat),03/10/2022,1
Huet,Michel,H,39,43200,Marié(e) sans enfant,Fonctionnaire hospitalier,Hôtellerie - Restauration,07/10/2022,1
Guichard,Marcel,H,44,20240,Marié(e) sans enfant,Profession libérale,Numérique (Atlas),21/09/2022,1
Jacquet,Nicolas,H,36,20240,Veuf(ve),Etudiant(e),Art (artisanat),17/09/2022,1
Clement,Marcel,H,23,74370,Divorcé(e),Agriculteur(trice),Alimentation (artisanat),24/09/2022,1
Lefebvre,Henri,H,44,43350,Célibataire,Etudiant(e),Automobile - Services,06/10/2022,1
Boyer,Christian,H,63,70230,Divorcé(e),Sans profession,Plasturgie,09/10/2022,1
Prevost,Michel,H,37,43000,Marié(e) sans enfant,Fonctionnaire d'état,Retraite complémentaire et prévoyance,12/10/2022,1
Gillet,Paul,H,62,20240,Célibataire,Etudiant(e),Médicament (Les entreprises du),12/10/2022,1
Rey,Philippe,H,28,71220,Divorcé(e),Agriculteur(trice),Edition,01/10/2022,1
Colin,Alain,H,35,43170,Pacsé(e),Agriculteur(trice),Travaux publics,22/09/2022,1
Michaud,Louis,H,55,20240,Célibataire,Artisan,Automobile - Services,22/09/2022,1
Laurent,Georges,H,31,54620,Marié(e) avec enfant,Chef(fe) d'entreprise,Agriculture,25/09/2022,1
Brun,Louis,H,67,69009,Marié(e) avec enfant,Chef(fe) d'entreprise,Magasins d’habillement,16/10/2022,1
Meyer,Jean,H,18,51530,Célibataire,Agriculteur(trice),Chimie (industrie),01/10/2022,1
Herve,Roger,H,38,50700,Veuf(ve),Recherche d'emploi,Bâtiment,12/10/2022,1
Le Gall,Marcel,H,20,22520,Marié(e) avec enfant,Commerçant(e),Art (artisanat),01/10/2022,1
Dumas,Jean,H,50,44360,Veuf(ve),Salarié(e) cadre,Etudes et conseil,13/10/2022,1
Huet,Georges,H,65,66490,Marié(e) avec enfant,Retraité(e),Textile,15/10/2022,1
Herve,René,H,36,73170,Divorcé(e),Commerçant(e),Hôtellerie - Restauration,20/09/2022,1
Roche,Georges,H,37,55300,Divorcé(e),Chef(fe) d'entreprise,Industrie : la Fabrique de l’avenir,27/09/2022,1
Girard,Michel,H,18,48800,Célibataire,Salarié(e) cadre,Bâtiment,12/10/2022,1
Nicolas,Alain,H,67,55300,Marié(e) sans enfant,Salarié(e) cadre,Services (artisanat),17/09/2022,1
Lopez,Jean,H,33,60310,Marié(e) sans enfant,Etudiant(e),Textile,24/09/2022,1
Lemaire,Alain,H,53,47000,Veuf(ve),Sans profession,Propreté,21/09/2022,1
Roy,Henri,H,36,65170,Divorcé(e),Commerçant(e),Alimentaire (la filière),06/10/2022,1
Lamy,Paul,H,63,54620,Pacsé(e),Enseignant(e),Commerces de détail non alimentaires,17/09/2022,1
Gay,René,H,42,56540,Marié(e) sans enfant,Recherche d'emploi,Propreté,29/09/2022,1
Henry,Christian,H,22,48800,Divorcé(e),Artisan,Ingénierie (Atlas),15/10/2022,1
Laporte,Henri,H,47,74140,Divorcé(e),Artisan,Industrie : la Fabrique de l’avenir,06/10/2022,1
Perez,Pierre,H,56,66730,Veuf(ve),Sans profession,Etudes et conseil,08/10/2022,1
Noel,Paul,H,61,20240,Célibataire,Sans profession,Etudes et conseil,14/10/2022,1
Delaunay,Nicolas,H,36,40320,Pacsé(e),Agriculteur(trice),Offices Publics de l’Habitat,01/10/2022,1
Roger,Christian,H,38,35500,Divorcé(e),Chef(fe) d'entreprise,Matériaux pour la construction et l’industrie,16/10/2022,1
Blanchard,René,H,50,70230,Veuf(ve),Fonctionnaire hospitalier,Médicament (Les entreprises du),20/09/2022,1
Legrand,Christian,H,61,20240,Divorcé(e),Fonctionnaire hospitalier,"Economie sociale, habitat social et protection sociale",11/10/2022,1
Joly,Roger,H,32,73170,Pacsé(e),Agriculteur(trice),Textile,30/09/2022,1
Fabre,Jean,H,26,34190,Divorcé(e),Fonctionnaire hospitalier,Industrie : la Fabrique de l’avenir,30/09/2022,1
Thomas,Jean,H,36,33124,Pacsé(e),Enseignant(e),Agriculture,19/09/2022,1
Clement,Claude,H,44,77139,Célibataire,Retraité(e),Industrie : la Fabrique de l’avenir,16/10/2022,1
Roux,Michel,H,62,23000,Divorcé(e),Fonctionnaire hospitalier,Commerce à distance et e-commerce,07/10/2022,1
Vincent,Paul,H,55,76370,Pacsé(e),Sans profession,Bâtiment (artisanat),24/09/2022,1
Vincent,Henri,H,52,66730,Célibataire,Salarié(e) non-cadre,Médicament (Les entreprises du),09/10/2022,1
Perez,Christian,H,53,44170,Marié(e) sans enfant,Etudiant(e),Commerce à distance et e-commerce,06/10/2022,1
Le Goff,René,H,52,66730,Pacsé(e),Commerçant(e),Services (artisanat),07/10/2022,1
Dupont,Alain,H,30,20240,Divorcé(e),Fonctionnaire d'état,Etudes et conseil,16/10/2022,1
Moreau,Roger,H,30,44170,Veuf(ve),Agriculteur(trice),Hôtellerie - Restauration,12/10/2022,1
Le Gall,Jacques,H,46,42430,Veuf(ve),Etudiant(e),Commerce interentreprises,22/09/2022,1
David,André,H,24,22210,Divorcé(e),Fonctionnaire territorial,Commerces de détail non alimentaires,16/10/2022,1
Jean,Philippe,H,50,20240,Divorcé(e),Artisan,Papiers et cartons (industries),25/09/2022,1
Dumont,Henri,H,41,23260,Marié(e) avec enfant,Commerçant(e),Médicament (Les entreprises du),10/10/2022,1
Perret,Louis,H,60,47370,Marié(e) avec enfant,Sans profession,Commerce interentreprises,06/10/2022,1
Petit,Jean,H,21,36100,Divorcé(e),Artisan,Médicament (Les entreprises du),21/09/2022,1
Barre,Alain,H,29,64450,Veuf(ve),Etudiant(e),Bâtiment,13/10/2022,1
Vidal,Jacques,H,23,44170,Célibataire,Recherche d'emploi,Mutualité,18/09/2022,1
Faure,Georges,H,60,20240,Célibataire,Fonctionnaire territorial,Services (artisanat),09/10/2022,1
Meunier,René,H,42,39110,Veuf(ve),Sans profession,Ingénierie (Atlas),26/09/2022,1
Aubry,Jacques,H,52,60000,Divorcé(e),Retraité(e),Commerces de détail non alimentaires,09/10/2022,1
Robin,Jean,H,59,48800,Veuf(ve),Etudiant(e),Alimentation (artisanat),03/10/2022,1
Aubry,Jean,H,68,69170,Divorcé(e),Salarié(e) cadre,Chimie (industrie),25/09/2022,1
Carlier,Alain,H,24,74140,Marié(e) sans enfant,Agriculteur(trice),"Economie sociale, habitat social et protection sociale",21/09/2022,1
Arnaud,Roger,H,27,22520,Marié(e) sans enfant,Commerçant(e),Agriculture,24/09/2022,1
Jacob,Claude,H,18,42220,Célibataire,Sans profession,Bâtiment,11/10/2022,1
Baron,Jacques,H,48,30230,Divorcé(e),Agriculteur(trice),Travaux publics,07/10/2022,1
Joly,Jean,H,28,42220,Marié(e) avec enfant,Recherche d'emploi,Bâtiment (artisanat),08/10/2022,1
Laporte,Claude,H,61,20240,Pacsé(e),Salarié(e) cadre,Mutualité,21/09/2022,1
Gay,René,H,22,52110,Pacsé(e),Fonctionnaire hospitalier,Industrie : la Fabrique de l’avenir,09/10/2022,1
Lemaire,René,H,39,58120,Célibataire,Fonctionnaire hospitalier,Ameublement,28/09/2022,1
Sanchez,Michel,H,69,36120,Marié(e) avec enfant,Profession libérale,Offices Publics de l’Habitat,02/10/2022,1
David,Pierre,H,40,20240,Célibataire,Agriculteur(trice),Armée de terre,22/09/2022,1
Boucher,Michel,H,27,41600,Célibataire,Etudiant(e),Commerce à distance et e-commerce,03/10/2022,1
Dupont,Philippe,H,44,20240,Divorcé(e),Sans profession,Commerce à distance et e-commerce,15/10/2022,1
Lejeune,Christian,H,35,40260,Pacsé(e),Profession libérale,Ingénierie (Atlas),16/10/2022,1
